madde,anlam,lisan,telaffuz
kovdurtmak,Kovdurma işini yaptırmak,,
kovlamak,Dedikodu etmek,,
kovmak,"Sert veya küçük düşürücü sözlerle gitmesini söylemek; savmak, defetmek, deflemek | Bir yerden sürüp çıkarmak; kovalamak | İşine son vermek, görevinden atmak, uzaklaştırmak; dehlemek | Varlığına son vermek, ortadan kaldırmak",,
kovulmak,"Kovma işine konu olmak veya kovma işi yapılmak; defedilmek, sepetlenmek",,
kovuşturmak,Suçlu olduğu ileri sürülen biri için gerekli araştırma ve soruşturmayı yapmak; takip etmek [hukuk],,
koyabilmek,Koyma ihtimali veya imkânı bulunmak,,
koydurabilmek,Koydurma ihtimali veya imkânı bulunmak,,
koydurmak,Birinin bir şeyi bir yere koymasını sağlamak,,
koydurtmak,Koydurma işini yaptırmak,,
koymak,"Bir şeyi bir yere bırakmak, belli bir yere yerleştirmek | Bir kimseyi işe yerleştirmek, birine iş sağlamak | Gitmesine engel olmamak, gitmesine izin vermek; bırakmak | İmza, tarih, adres yazmak | Uyulması gereken kuralları belirlemek, ortaya çıkarmak; vazetmek | Etkilemek, dokunmak | Bir şey veya kimse için kullanmayı belirlemek, ayırmak | Bırakmak, terk etmek",,
koyulabilmek,Koyulma ihtimali veya imkânı bulunmak,,
koyulaşmak,"Koyu duruma gelmek; koyulmak | Derinleşmek, hararetlenmek, aşırı duruma gelmek",,
koyulaştırabilmek,Koyulaştırma ihtimali veya imkânı bulunmak,,
koyulaştırmak,Koyu duruma getirmek,,
koyulmak,"Koyma işine konu olmak | Bir şeye, bir işe girişmek, başlamak, teşebbüs etmek",,
koyultmak,Koyu duruma getirmek | Bir konuşmayı tat alınır biçimde uzatmak,,
koyuvermek,"Bir yerden bırakmak; koyvermek, salmak | Oluruna bırakmak; koyvermek",,koyu'vermek
köhneleşmek,Köhne duruma gelmek,,
köhnemek,"Geçersiz bir duruma gelmek, çağ dışı kalmak",,
kökenlenmek,"Kökeni olmak, kökene sahip bulunmak",,
kökertmek,"Fide, sebze veya asma çubuğunun ufaklarını köküyle çıkararak başka yere dikmek",,
köklemek,Ağaç veya bitkiyi kökü ile birlikte topraktan çıkarmak; kökertmek | Toprakta kalan bitki köklerini ayıklamak | Bağ çubuklarını veya fidanları köklendirip dikmek | Motorlu araçlarda gaz pedalına sonuna kadar basmak | Cinsel ilişkide erkeklik organını kadının cinsel organına bütünüyle sokmak,,
köklemek,Sazı kurmak,,
köklemek,"Minder, şilte vb.nin iki yüzünü yer yer dikişlerle tutturmak | İnce saç örgülerinden birkaçını yeniden bir arada örmek",,
köklendirmek,"Bir ağacın aşı yerini, aşı filizinin kök salması için toprağa gömmek | Kök vermesini sağlamak",,
köklenmek,"Bitkide kök oluşmak, bitki kök salmak, kök tutmak | Kökünden sökülmek | Köklü, temelli bir biçimde yerleşmek",,
kökleşmek,"Güçlü bir biçimde yerleşmek, yer etmek, kök salmak; esaslanmak",,
kökleştirmek,Kökleşmesini sağlamak,,
köleleşmek,Köle durumuna gelmek,,
köleleştirmek,Köle durumuna getirmek,,
kömürleşmek,Kömür durumuna gelmek,,
kömürleştirilmek,Kömür durumuna getirilmek,,
kömürleştirmek,Kömür durumuna getirmek,,
köpeklemek,"Çok yorulmak | Varlık, güç ve sağlık yönünden düşkünleşmek",,
köpeklenmek,Yalvarıp yaltaklanarak aşağılık bir duruma düşmek,,
köpekleşmek,Onurunu yitirip yaltaklanmak,,
köprülemek,Köprü kurmak,,
köprülenmek,"Köprülü duruma gelmek, köprüsü olmak",,
köpüklenmek,Üstü köpük bağlamak,,
köpülemek,"Şilte, yastık, yorgan vb.ni kalın ve aralıklı, sıkıca dikmek",,
köpürebilmek,Köpürme ihtimali veya imkânı bulunmak | Köpürme gücü bulunmak,,
köpürmek,"Köpük yapmak, köpük oluşmak, köpük çıkararak kabarmak | Ekşiyip köpüklenmek | Çok kızmak, birdenbire öfkelenmek; feveran etmek | Gerekli gereksiz, aralıksız ve bıktırıcı konuşup durmak",,
köpürtmek,"Köpürmesini sağlamak | Olduğundan fazla veya büyük göstermek, abartmak",,
körelmek,"Keskinliğini yitirmek | Suyu çekilmek | Ateş veya ışık sönecek duruma gelmek | Değer, önem veya yeteneğini yitirmek | Soyu tükenmek | Bir organ beslenemeyerek zayıflamak;  dumura uğramak [fizyoloji]",,
köreltebilmek,Köreltme ihtimali veya imkânı bulunmak | Köreltme gücü bulunmak,,
köreltmek,Körelmesini sağlamak | Dumura uğratmak | Yeteneğini kaybettirmek,,
körlemek,"İsabet etmemek, atıp vuramamak",,
körleşmek,"Kesmez, işlemez veya yararlanılmaz duruma gelmek; körlenmek | Değer, önem veya yeteneğini yitirmiş duruma gelmek",,
körleştirmek,Körleşmesine yol açmak,,
körletebilmek,Körletme ihtimali veya imkânı bulunmak | Körletmeye gücü yetmek,,
körletmek,Keskinliğin azalmasına veya yitirilmesine sebep olmak | Değer ve yeteneklerinin yitirilmesine sebep olmak; körlemek,,
körüklemek,"Körükle hava vermek | Kızıştırmak, şiddetlendirmek | Çıkar sağlamak için kendini acındırmak; ajite etmek | Harekete geçirmek, ajite etmek",,
körüklenmek,Körükleme işine konu olmak veya körükleme işi yapılmak,,
körükleyebilmek,Körükleme ihtimali veya imkânı bulunmak | Körükleme gücü bulunmak,,
kösnülmek,Hayvanın eş isteme dönemi gelmek,,
kösteklemek,"Hayvanın veya esirin ayağına köstek vurmak | Bir işi yürümez duruma getirmek, engellemek",,
kösteklenmek,"Ayağına köstek vurulmak | Ayağına bir engel takılarak düşer gibi olmak veya düşmek | Bir iş yürümez duruma getirilmek, engellenmek",,
köşeklemek,Deve yavrulamak,,
köşelemek,Köşeye gelecek biçimde koymak,,
kötülemek,"Biri veya bir şey için olumsuz, aşağılayıcı, hoş olmayan sözler söylemek; çamurlamak | İnsanın sağlığı bozulmak | Nesnelerin niteliği bozulmak, kalitesi bozulmak",,
kötülenmek,Kötüleme işi yapılmak veya kötüleme işine konu olmak,,
kötüleşmek,Kötü duruma gelmek,,
kötüleştirmek,Kötü duruma gelmesine yol açmak,,
kötüleyebilmek,Kötüleme ihtimali veya imkânı bulunmak | Kötüleme becerisi bulunmak,,
kötümsemek,"Bir olay, bir konu vb.ni yalnız olumsuz yönleriyle düşünmek veya ele almak",,
kötümserleşmek,"Kötümser duruma gelmek, karamsarlaşmak; karamsarlaşmak, bedbinleşmek",,
kötümserleştirmek,"Kötümser duruma getirmek; karamsarlaştırmak, benbinleştirmek",,
kötürümleşmek,Kötürüm duruma gelmek | Algılama özelliğini kaybetmek,,
köyleşmek,Köy durumuna gelmek,,
köyleştirmek,Köy durumuna getirmek,,
közlemek,"Et, sebze, meyve, hamur vb.ni köz üzerinde pişirmek",,
közleşmek,Köz durumuna gelmek,,
krallaşmak,"Kral durumuna gelmek, kral gibi davranmak",,
krallaştırmak,"Kral durumuna getirmek, kral gibi davranmasına sebep olmak",,
kredilemek,Kredi açmak | Açılan kredi derecesini belirlemek,,
kredilendirmek,Kredileme işi yaptırmak,,
kremlemek,Krem sürmek,,
kronikleşmek,Kronik bir durum almak,,
kubarmak,Hindi veya güvercinin tüyleri kabarmak | Çalımlı bir tavır takınmak,,
kubaşmak,"İmece ile iş yapmak, yardımlaşmak",,
kucaklamak,"Kollarla sarıp göğüs üzerine bastırmak; kuçmak, sarmak | Kucağına almak, kucağında taşımak | İçine almak veya çepeçevre sarmak, kuşatmak",,
kucaklanmak,Kucaklama işi yapılmak,,
kucaklaşabilmek,Kucaklaşma ihtimali veya imkânı bulunmak,,
kucaklaşmak,Birbirini kucaklamak; kuçuşmak,,
kucaklaştırmak,Kucaklaşma işini yaptırmak,,
kucaklayabilmek,Kucaklama ihtimali veya imkânı bulunmak | Kucaklama gücü bulunmak,,
kucaklayıvermek,Ansızın veya çabucak kucaklamak,,kucaklayı'vermek
kuçmak,Cinsel ilişkide bulunmak,,
kudurabilmek,Kudurma ihtimali veya imkânı bulunmak,,
kudurmak,"Kuduz hastalığına yakalanmak, kuduz olmak | Aşırı davranışlarda bulunmak, taşkınlık göstermek | Çok yaramazlaşmak, ele avuca sığmamak | Gücünü artırmak, tehlikeli bir durum almak, tehlikeli bir duruma gelmek | Çok kızmak, öfkelenmek",,
kudurtmak,Kudurmasına sebep olmak | Öfkelenmesine yol açmak,,
kuğurdamak,"Güvercin, kumru vb. dem çekmek, ötmek",,
kulaçlamak,Kaç kulaç olduğunu ölçmek | Kulaç atarak yüzmek,,
kullanabilmek,Kullanma ihtimali veya imkânı bulunmak | Kullanma becerisi bulunmak,,
kullandırabilmek,Kullanmasına izin vermek | Kullandırma ihtimali veya imkânı bulunmak | Kullandırma gücü bulunmak,,
kullandırmak,Kullanma işini yaptırmak,,
kullandırtmak,Kullandırma işini yaptırmak,,
kullanılmak,Kullanma işine konu olmak; yemek (II),,
kullanıvermek,Ansızın veya çabucak kullanmak,,kullanı'vermek
kullanmak,"Bir şeyden belli bir amaçla yararlanmak | Bir kimseyi bir hizmette bulundurmak, çalıştırmak | İşletmek, değerlendirmek | Giymek, takmak | Sigara, içki vb. şeylere alışmış olmak, içmek | Kelimeyi yazmak, söylemek | Harcamak, sarf etmek | Amacına ulaşmak için birinden veya bir şeyden yararlanmak, onu amacına alet etmek, sömürmek, istismar etmek | Araç veya aleti işletmek, yönetmek | Bir şeyin gereklerini yerine getirmek",,
kullaşmak,Kul durumuna gelmek,,
kullaştırmak,Kullaşma işini yaptırmak,,
kulunlamak,Kısrak veya eşek yavrulamak,,
kumlamak,Kumla kaplamak veya kum dökmek,,
kumlaştırmak,Kum tanecikleri durumuna getirmek,,
kundaklamak,Bebeği kundağa sarmak | Saçları yemeninin içine toplayarak bağlamak | Bir yeri kundakla yakmak | Tüfek namlusunu kundağa bağlamak | Birini aldatmak,,
kundaklanmak,Kundaklama işi yapılmak veya kundaklama işine konu olmak,,
kundaklanmak,Kundaklama işi yapılmak veya kundaklama işine konu olmak; belenmek,,
kundaklatmak,Kundaklama işini yaptırmak,,
kundaklatmak,Kundaklama işini yaptırmak; beletmek,,
kurabilmek,Kurma ihtimali veya imkânı bulunmak | Kurma gücü bulunmak | Kurma becerisi bulunmak,,
kurallaşmak,Kural durumuna gelmek,,
kurallaştırmak,Kural durumuna getirmek,,
kuramlaştırmak,Kuram durumuna getirmek,,
kurcalamak,"Nasıl bir şey olduğunu anlamak için her yerine bakmak; karıştırmak | Sivri bir şey sokup karıştırarak zorlamak | Karıştırıp azdırmak, tahriş etmek | Meşgul ve rahatsız etmek | Bir konuyu araştırmak, üstünde durmak, eşelemek",,
kurcalanmak,Kurcalama işi yapılmak,,
kurcalatmak,Kurcalama işini yaptırmak,,
kurcalayabilmek,Kurcalama ihtimali veya imkânı bulunmak,,
kurdurabilmek,Kurdurma ihtimali veya imkânı bulunmak | Kurdurma gücü bulunmak,,
kurdurmak,Kurma işini yaptırmak,,
kurdurtmak,Kurma işini yaptırmak,,
kurgulamak,"Parçaları belli bir plana göre düzenlemek, konuları sıraya sokmak | Bir filmin değişik yerlerde çekilen bölümlerini bir bütün oluşturmak için birleştirmek; montajlamak",,
kurgulanmak,Kurgu durumuna gelmek; montajlanmak,,
kurmak,"Makine, cihaz, mobilya vb.ni oluşturan parçaları birleştirerek bütün durumuna getirmek; monte etmek | Yaylı, zemberekli şeylerde yayı veya zembereği germek | Gereken şartları hazırlayıp kendi kendine olmaya bırakmak | Etkisi ve önemi geniş şeyler meydana getirmek; tesis etmek | Yapmak, inşa etmek | Yapmak, oluşturmak | Ortaklık sağlamak [ticaret] | Belli bir işte beraber çalışacak kimseleri belirlemek | Bir araya getirmek, toplamak | Aklına koymak | Zihinde büyütmek | Sağlamak, oluşturmak | Bir kimseyi dedikodu veya telkinlerle başkasına karşı öfkelendirmek",,
kurnazlaşmak,"Kurnazca davranmak, kurnazlık etmek; tilkileşmek",,
kurşunileşmek,Kurşuni bir duruma girmek,,
kurşunlamak,"Kurşunla kaplamak | Kurşunla mühürlemek | İçinde kurşun bulunan silahla ateş etmek, vurmak",,
kurşunlanmak,Kurşunlama işine konu olmak,,
kurşunlaşmak,Kurşun gibi ağırlaşmak,,
kurşunlatmak,Kurşunlama işini yaptırmak,,
kurtarabilmek,Kurtarma ihtimali veya imkânı bulunmak | Kurtarma gücü bulunmak | Kurtarma becerisi bulunmak,,
kurtarılabilmek,Kurtarılma ihtimali veya imkânı bulunmak,,
kurtarılmak,Kurtarma işi yapılmak veya kurtarma işine konu olmak,,
kurtarıvermek,Çabucak kurtarmak,,kurtarı'vermek
kurtarmak,"Bir canlıyı bir felaketten, tehlikeden veya zor durumdan uzaklaştırmak | Kurtulmasını sağlamak | Kazandırmak, yeniden ele geçirmek | Bir şeye zarar gelmesini önlemek | Birinin cezalandırılmasına engel olmak | Bir şeyin değerini karşılamak",,
kurtlandırmak,Kurtlanmasına sebep olmak,,
kurtlanmak,İçinde veya üzerinde kurt üremek | Rahat oturmayıp telaş ve sabırsızlık göstermek | Sürekli kımıldanmak | Bir yerde çok oturmaktan bıkarak gezme gereği duymak,,
kurtlaşmak,"Kurt durumuna gelmek, kurt gibi olmak",,
kurtulabilmek,Kurtulma ihtimali veya imkânı bulunmak | Kurtulma gücü bulunmak | Kurtulma becerisi bulunmak,,
kurtulmak,"Tehlikeli veya kötü bir durumu atlatmak | İstenmeyen, sıkıntı veren, hoşlanılmayan bir kimseden, bir yerden, bir durumdan uzaklaşmak | Bir şey bulunduğu veya bağlı olduğu yerden ayrılmak; kopmak | Bağını koparıp kaçmak | Hamile kadın tehlikesiz bir biçimde doğum yapmak | Acı ve eziyet çekmeden veya çekerken ölmek",,
kurtuluvermek,Ansızın veya çabucak kurtulmak,,kurtulu'vermek
kurulabilmek,Kurulma ihtimali veya imkânı bulunmak,,
kurulamak,Bir şeyin üzerindeki ıslaklığı gidermek,,
kurulanmak,Kurulama işi yapılmak veya kurulama işine konu olmak | Kendini kurulamak,,
kurulaşmak,"Kuru duruma gelmek | Özelliğini, gücünü, canlılığını yitirmek",,
kurulayabilmek,Kurulama ihtimali veya imkânı bulunmak | Kurulama gücü bulunmak,,
kurulmak,"Kurma işine konu olmak veya kurma işi yapılmak | Rahatça oturmak, yerleşmek | Övünür biçimde davranışlarda bulunmak, kasılmak",,
kurumak,"Islaklığını, nemini yitirerek kuru duruma gelmek; kakırdamak | Bitki, suyu çekilip cansız duruma gelmek | Irmak, kuyu, pınar vb.nin suyu çekilmek, yok olmak; soğulmak, soruşmak (II) | Bazı nesneler yumuşaklığını yitirmek, sertleşmek | Cılızlaşmak, sıskalaşmak, zayıflamak | Çok susamak",,
kurumlanabilmek,Kurumlanma ihtimali veya imkânı bulunmak,,
kurumlanmak,Kendini büyük ve önemli göstermek,,
kurumlanmak,Kurum (I) tutmak,,
kurumlaşmak,Kurum durumuna gelmek; müesseseleşmek,,
kurumlaştırmak,Kurum durumuna getirmek,,
kurumsallaşmak,Kurumsal duruma gelmek | Örgütlü duruma gelmek | Süreklilik kazanmak,,
kurumsallaştırmak,Kurumlaşmasını sağlamak,,
kuruşlandırmak,Bir listede yer alan her maddenin fiyat tutarını hesap edip belirtmek,,
kurutabilmek,Kurutma ihtimali veya imkânı bulunmak | Kurutma gücü bulunmak,,
kurutmak,"Suyunu ve ıslaklığını giderip kuru duruma getirmek | Bitkileri susuz bırakıp kurumasına sebep olmak | Bazı sebze ve meyvelerin buharlaştırılmasıyla kuru bir durum almasını sağlamak | Cılız duruma getirmek, zayıflatmak | Yiyecek ve içecekleri yiyip bitirmek | Uğursuzluk getirmek, yok etmek",,
kurutulabilmek,Kurutulması ihtimali veya imkânı bulunmak,,
kurutulmak,Kurutma işi yapılmak veya kurutma işine konu olmak,,
kurutuvermek,Çabucak kurutmak | Yok etmek,,kurutu'vermek
kuruvermek,Çabucak veya kısa zamanda kurmak,,kuru'vermek
kuruyabilmek,Kuruma ihtimali veya imkânı bulunmak,,
kuruyuvermek,Çabucak kurumak,,kuruyu'vermek
kusabilmek,Kusma ihtimali veya imkânı bulunmak | Kusma becerisi bulunmak,,
kusayazmak,Kusacak gibi olmak,,kusa'yazmak
kusmak,"Midenin içindekini basınçla ağızdan dışarı atmak; boşaltmak, çıkarmak, kayetmek, istifra etmek | Bir olayı reddetmek | Boyanan ve temizlenen şeyler yeniden ortaya çıkmak | İçinde birikmiş kinini, öfkesini söyleyerek açığa vurmak",,
kusturabilmek,Kusturma ihtimali veya imkânı bulunmak | Kusturma becerisi bulunmak,,
kusturmak,Kusmasına yol açmak,,
kusuvermek,Ansızın kusmak,,kusu'vermek
kuşaklamak,Kuşaklarla sağlamlaştırmak,,
kuşaklanmak,Kuşaklama işine konu olmak | Çepeçevre sarılmak,,
kuşanabilmek,Kuşanma ihtimali veya imkânı bulunmak,,
kuşandırmak,Kuşanma işini yaptırmak,,
kuşanılmak,Kuşanma işi yapılmak,,
kuşanmak,"Beline kuşak, kılıç, kemer vb. şeyler bağlamak; takmak",,
kuşatabilmek,Kuşatma ihtimali veya imkânı bulunmak | Kuşatmaya gücü yetmek,,
kuşatılmak,Kuşatma işi yapılmak,,
kuşatmak,"Çevresini sarmak; çevrelemek, çevirmek, sarmak, abluka etmek, ablukaya almak, ihata etmek, muhasara etmek | Bir ülkenin veya bir yerin dış dünya ile olan her türlü bağlantısını kuvvet kullanarak kesmek; abluka etmek, ablukaya almak, ihata etmek, muhasara etmek [askerlik] | Çokça bulunmak | Bele sarılıp bağlanan şeyleri başkasının beline bağlamak",,
kuşkulanabilmek,Kuşkulanma ihtimali veya imkânı bulunmak; şüphelenebilmek,,
kuşkulandırmak,"Kuşkuya düşürmek, kuşkulanmasına yol açmak; gıcıklamak, işkillendirmek, şüphelendirmek",,
kuşkulanmak,"Bir kimse veya olay hakkında yeterli ve kesin bilgi sahibi olamamakla birlikte bazı belirti ve sezgilere dayanarak olumsuz düşünceler içinde bulunmak; huylanmak, ikirciklenmek, işkillenmek, pirelenmek, küşümlenmek, şüphelenmek | Bir olguyla ilgili gerçeğin ne olduğunu kestirememek yüzünden oluşan kararsızlıktan dolayı kesin bir yargıya varamamak [felsefe]",,
kutlamak,"Mutlu bir olaya sevinildiğini söz, yazı veya armağanla anlatmak; kutlulamak, tebrik etmek | Önemli bir olayın gerçekleşmesinin yıl dönümü dolayısıyla tören yapmak; tesit etmek",,
kutlanmak,"Kutlama işi yapılmak, tebrik edilmek",,
kutlatmak,Kutlama işini yaptırmak,,
kutlayabilmek,Kutlama imkânı ve ihtimali bulunmak,,
kutlulanmak,Kutlu duruma gelmek,,
kutsallaşmak,Kutsal duruma gelmek,,
kutsallaştırmak,"Kutsal duruma getirmek; kutsamak, kutsileştirmek",,
kutsamak,Kutlu ve aziz kılmak; takdis etmek,,
kutsanmak,Kutsama işi yapılmak,,
kutsileşmek,Kutsal duruma gelmek,,
kutulamak,"Kutuya yerleştirmek, kutuya koymak",,
kutulanmak,Kutulama işi yapılmak,,
kutuplanmak,İki kutupta toplanmak [fizik] | Pusula ibresi kutba doğru yönelmek,,
kutuplaşmak,"Bir toplulukta düşünce, görüş, sosyal ve siyasal konum ve tavır olarak iki karşıt grupta yoğunlaşmak",,
kutuplaştırmak,Kutuplaşma işini yaptırmak,,
kuvvetlendirmek,Fiziksel gücünü artırmak,,
kuvvetlenebilmek,Kuvvetlenme ihtimali veya imkânı bulunmak | Kuvvetlenme becerisi bulunmak,,
kuvvetlenmek,Fiziksel gücü artmak,,
kuymak,"Mısır ununun erimiş tereyağıyla kavrulması, su eklenmesi, bir miktar peynir katılması ve bir süre kaynatılmasıyla elde edilen yemek | Karadeniz Bölgesi’nde ve özellikle Trabzon’da yapılan bir yemek türü",,
kuzulamak,Koyun yavrulamak | Çocuk ellerini yere dayayarak dizleri üstünde emeklemek,,
kuzulaşmak,Kuzu gibi uysal ve zararsız duruma gelmek,,
küçükleşmek,Değerini yitirmek,,
küçülebilmek,Küçülme ihtimali veya imkânı bulunmak | Küçülme becerisi bulunmak,,
küçülmek,"Büyükken herhangi bir sebeple küçük duruma gelmek; ufalmak | Büzülmek, hacimce ufalmak | Değer ve onurunu azaltacak davranışta bulunmak",,
küçültebilmek,Küçültme ihtimali veya imkânı bulunmak | Küçültme becerisi bulunmak,,
küçültmek,Büyükken daha küçük duruma getirmek | Yaşını gizleyerek küçük göstermek | Değerini ve onurunu azaltmak,,
küçülttürmek,Küçültme işini yaptırmak,,
küçümsemek,"Değer ve önem vermemek; küçük görmek, küçüksemek",,
küçümsenmek,Küçümseme işi yapılmak,,
küflendirmek,Küf bağlamasına yol açmak,,
küflenmek,"Küf oluşmak, küflü duruma gelmek, küf bağlamak | Zamanı geçmek | Çalışma fırsatı bulamayarak özelliklerini veya yeteneğini yitirmek",,
küfrettirmek,Küfretme işini yaptırmak,,kü'frettirmek
küfürleşmek,Karşılıklı sövmek; sövüşmek,,
kükremek,"Aslan, bağırmak | Deniz, nehir kabarmak, taşmak | Coşkuyla saldırmak | Mayalanıp kabarmak | Gür bir biçimde yetişmek | Coşmak, taşkınlık göstermek | Kızgınlık ve öfke ile yüksek sesle bağırmak",,
kükretmek,Kükreme işini yaptırmak,,
kükürtlemek,Toz kükürt serpmek [kimya],,
kükürtlenmek,Kükürtleme işine konu olmak veya kükürtleme işi yapılmak [kimya],,
külçeleşmek,"Külçe durumuna gelmek | Çok yorulmak, yorgun ve bitkin düşmek",,
küllemek,"Genellikle ateşin üzerini külle örtmek | Bir acıyı, bir sıkıntıyı unutturmak",,
küllendirmek,Küllenme işini yaptırmak,,
küllenmek,"Genellikle ateşin üzerinde kül oluşmak | Bir acı, bir sıkıntı, bir olay unutulur gibi olmak",,
kültürlenmek,Bir arada bulunan iki bireyin veya etnik grubun değer yargıları ile kültürel birikiminin özellikleri birbirinden etkilenerek değişikliğe uğramak [toplum bilimi],,
kültürsüzleşmek,Kültürsüz duruma gelmek,,
kültürsüzleştirmek,Kültürsüz duruma getirmek,,
kümbetlenmek,Kümbet biçimini almak,,
kümelemek,Herhangi bir şeyi bir küme hâline getirmek,,
kümelenmek,Bir yere toplanmak,,
kümeleşmek,Küme durumunda toplanmak,,
kündelemek,Künde oyununu yapmak [spor],,
kürelenmek,"Kürekle atılmak, kürekle yığılmak",,
küremek,"Kürekle atıp temizlemek; kürelemek, kürümek",,
küreselleşebilmek,Küreselleşme ihtimali veya imkânı bulunmak,,
küreselleşmek,"Dünya milletlerini ekonomi, siyaset ve iletişim bakımlarından birbirine yaklaşmaya ve bir bütün olmaya götürmek; globalleşmek",,
küreselleştirmek,Küreselleşme işini yaptırmak; globalleştirmek,,
kürnemek,Hayvanlar sıcağın veya soğuğun etkisiyle birbirine sokulup toplanmak,,
küsebilmek,Küsme ihtimali veya imkânı bulunmak,,
küskünleşmek,Küskün duruma gelmek,,
küsmek,"Herhangi birinin hoşa gitmeyen bir söz veya davranışı yüzünden görüşmez olmak | Görevini yerine getirememek | Gelişememek, büyüyememek | Bir madde, herhangi bir sebeple istenilen niteliğini yitirmek",,
küstahlaşmak,Küstah duruma gelmek,,
küstürmek,Küsmesine yol açmak,,
küsüşmek,"Birbirine küsmek, karşılıklı darılmak",,
kütlemek,"""Küt"" diye ses çıkarmak",,
kütleşmek,Küt duruma gelmek,,
kütleştirmek,Küt duruma getirmek,,
kütletmek,"""Küt"" diye ses çıkartmak",,
kütükleşmek,Sert ve duygusuz bir duruma gelmek,,
kütürdemek,"""Kütür"" diye ses çıkarmak",,
kütürdetmek,"""Kütür kütür"" diye ses çıkartmak",,
kâfirleşmek,Kâfir gibi olmak,,
kâğıtlamak,"Kâğıtla kaplamak, kâğıt yapıştırmak",,
kâğıtlanmak,Kâğıtla kaplanmak,,
laçkalaşmak,"Laçka duruma gelmek | Herhangi bir düzen iyi işlemez olmak, gevşemek, bozulmak",,
ladeslenmek,Lades oyununda yenilmek,,
laflamak,"Birisiyle konuşmak, sohbet etmek",,
lağvedilmek,Hükümsüz kılınmak,,la'ğvedilmek
lağvetmek,Hükümsüz kılmak [hukuk],Arapça laġv + Türkçe etmek,la'ğvetmek
lağvolmak,Hükümsüz kılınmak,Arapça laġv + Türkçe olmak,la'ğvolmak
laikleşmek,Laik duruma gelmek,,
laikleştirilmek,Laik duruma getirilmek,,
laikleştirmek,Dinle ilgili olmayan işleri dinî görüşlerin dışında tutmak,,
laklamak,Laka veya vernik sürmek,,
lambalamak,Lamba ışığıyla incelemek | Kapı ve pencere kenarlarına girinti açmak,,
lanetlemek,"Kargımak, beddua etmek, lanet etmek | Tanrı, merhametinden yoksun bırakmak | Dinden kovmak",,
lanetlenmek,"Lanet edilmek, lanete uğramak",,
laubalileşmek,Laubali davranışta bulunmak,,
leffetmek,İçine sokmak,Arapça leff + Türkçe etmek,le'ffetmek
legalleşmek,"Legal, yasal duruma gelmek",,
legalleştirmek,Legal duruma getirmek,,
lehimlemek,"Lehimle yapıştırmak, lehimle tutturmak | Yakınlaştırarak bağlamak",,
lehimlenmek,Lehimle yapıştırılmak,,
lehimletmek,Lehim yaptırmak,,
lekelemek,"Bir şeyi kirletmek, bir şey üzerinde leke oluşturmak | Birine, namusa dokunur bir suç yüklemek; kirletmek",,
lekelenmek,Leke oluşmak | Kötü tanınmak,,
lekeletmek,Lekeli duruma getirmek,,
levantenleşmek,"Levanten olmak, levantenlere özenmek",,
lezzetlendirmek,"Yemek vb.ne tat vermek, lezzetlenmesini sağlamak",,
lezzetlenmek,"Yemek vb. iyi bir tat kazanmak, tat verilmek, lezzetli bir duruma gelmek | İdrak ederek haz almak",,
lığlamak,"Sel veya akarsu, ince çamur, birikinti getirip yığmak",,
lığlanmak,Üstünde lığ birikmek,,
lıkırdamak,"Kaptaki sıvı akarken ""lık lık"" diye ses çıkarmak",,
liberalleşmek,"Devlet, uluslar, sınıflar ve bireyler arasındaki ekonomik ilişkilere karışmaz duruma gelmek",,
liberalleştirmek,Liberalleşme işini yaptırmak,,
liflemek,Vücudu lifle sabunlamak,,
liflenmek,Lif oluşmak | Lifle sabunlanmak,,
lifleşmek,Lif durumuna gelmek,,
limanlamak,"Gemi vb. bir limana girip orada kalmak | Yatışmak, sakinleşmek",,
limonlamak,"İçine, üstüne limonun suyunu sıkmak veya katmak | Saç vb.ne limon suyu sürmek",,
limonlanmak,Limonlama işi yapılmak,,
listelemek,Liste durumuna getirmek,,
listelenmek,Liste durumuna getirilmek,,
listeletmek,Listeleme işini yaptırmak,,
listeleyebilmek,Listeleme ihtimali veya imkânı bulunmak | Listeleme becerisi bulunmak,,
lodoslamak,Lodos esmeye başlamak | Rüzgâr lodosa çevirmek,,
loğlamak,"Üzerinde loğ gezdirip toprağı bastırmak, sıkıştırmak",,
loşlaşmak,Loş duruma gelmek,,
loşlaştırmak,Loş bir duruma getirmek,,
löklemek,Lökle yapıştırmak,,
lüpletmek,Hızlı bir biçimde yiyecekleri mideye indirmek,,
lütfetmek,"İyilikte bulunmak | İzin vermek, müsaade etmek | Yüksek veya saygın bir kimse alçak gönüllülük göstermek",Arapça luṭf + Türkçe etmek,lü'tfetmek
macunlamak,Macun çekmek,,
macunlanmak,Macunlamak işine konu olmak veya macunlamak işi yapılmak,,
macunlaşmak,Macun koyuluğuna gelmek,,
macunlatmak,Macunlama işini yaptırmak,,
madaralaşmak,Madara durumunda olmak,,
maddelemek,"Madde madde yazmak veya söylemek, maddeler hâlinde vermek",,
maddeleşmek,Madde durumuna gelmek | Nükleer parçalanma sırasında açığa çıkan enerjinin tamamı veya bir kısmı yeniden başka bir madde durumuna dönüşmek,,
maddeleştirmek,Maddeleştirme işini yapmak,,
maddileşmek,Maddeye önem verir duruma gelmek,,
maddileştirmek,Maddi duruma getirmek,,
madenselleşmek,Madensel özellik kazanmak,,
